category,scenario,utt_idx,speaker_id,sr,time_stretch_factor,gain_db,pitch_shift_semitones,speaker_has_real,speaker_real_snr_db,speaker_has_env,speaker_env_snr_db,speaker_env_src_category,speaker_has_hiss,speaker_hiss_snr_db
Collision,scenario_5_a,5,2,24000,1.0,-0.804637156123913,0.0,True,21.06588339670762,True,23.25181338003121,sea_waves,True,16.528610229927683
Collision,scenario_5_a,6,3,24000,1.0,0.0,0.0,True,20.16051179684814,False,,,True,19.056535271534607
Collision,scenario_5_b,0,1,24000,1.0,-1.9948753700212403,0.0,True,28.26827996380841,True,20.268467539477047,rain,True,27.43210466349377
Collision,scenario_5_b,1,2,24000,1.0,1.5590130816161745,-0.7974843780533287,True,21.13919798625969,False,,,False,
Collision,scenario_5_b,2,1,24000,1.0,-1.9948753700212403,0.0,True,28.26827996380841,True,20.268467539477047,rain,True,27.43210466349377
Collision,scenario_5_b,3,3,24000,1.0,0.0,0.0,False,,True,22.14393421622203,sea_waves,True,28.54165802008731
Collision,scenario_5_b,4,1,24000,1.0,-1.9948753700212403,0.0,True,28.26827996380841,True,20.268467539477047,rain,True,27.43210466349377
Collision,scenario_5_b,5,2,24000,1.0,1.5590130816161745,-0.7974843780533287,True,21.13919798625969,False,,,False,
Collision,scenario_5_b,6,3,24000,1.0,0.0,0.0,False,,True,22.14393421622203,sea_waves,True,28.54165802008731
Collision,scenario_5_c,0,1,24000,1.0,0.0,-0.022426521866864224,True,28.057211578776943,False,,,True,17.452704217767764
Collision,scenario_5_c,1,2,24000,1.0,0.43337553158657416,0.0,True,24.64110466935246,True,27.773792596389637,rain,True,18.273135811093972
Collision,scenario_5_c,2,1,24000,1.0,0.0,-0.022426521866864224,True,28.057211578776943,False,,,True,17.452704217767764
Collision,scenario_5_c,3,3,24000,1.0,0.0,0.0,False,,False,,,False,
Collision,scenario_5_c,4,1,24000,1.0,0.0,-0.022426521866864224,True,28.057211578776943,False,,,True,17.452704217767764
Collision,scenario_5_c,5,2,24000,1.0,0.43337553158657416,0.0,True,24.64110466935246,True,27.773792596389637,rain,True,18.273135811093972
Collision,scenario_5_c,6,3,24000,1.0,0.0,0.0,False,,False,,,False,
Collision,scenario_6_a,0,1,24000,1.0,0.0,0.3794994967548522,True,16.85392594493356,True,17.296906471866546,sea_waves,True,24.454670102444055
Collision,scenario_6_a,1,2,24000,1.0,0.0,0.0,True,25.074496986978072,False,,,False,
Collision,scenario_6_a,2,1,24000,1.0,0.0,0.3794994967548522,True,16.85392594493356,True,17.296906471866546,sea_waves,True,24.454670102444055
Collision,scenario_6_a,3,3,24000,1.0822453522544357,0.0,0.0,True,20.696261686738314,True,27.938636617861405,rain,False,
Collision,scenario_6_a,4,1,24000,1.0,0.0,0.3794994967548522,True,16.85392594493356,True,17.296906471866546,sea_waves,True,24.454670102444055
Collision,scenario_6_a,5,2,24000,1.0,0.0,0.0,True,25.074496986978072,False,,,False,
Collision,scenario_6_a,6,3,24000,1.0822453522544357,0.0,0.0,True,20.696261686738314,True,27.938636617861405,rain,False,
Collision,scenario_6_b,0,1,24000,1.086043251830629,0.0,0.0,False,,False,,,True,21.217055176924955
Collision,scenario_6_b,1,2,24000,1.0,0.0,0.0,False,,False,,,True,17.000577465241403
Collision,scenario_6_b,2,1,24000,1.086043251830629,0.0,0.0,False,,False,,,True,21.217055176924955
Collision,scenario_6_b,3,3,24000,1.0,1.4721414946176412,0.0,False,,False,,,True,18.56393208849307
Collision,scenario_6_b,4,1,24000,1.086043251830629,0.0,0.0,False,,False,,,True,21.217055176924955
Collision,scenario_6_b,5,2,24000,1.0,0.0,0.0,False,,False,,,True,17.000577465241403
Collision,scenario_6_b,6,3,24000,1.0,1.4721414946176412,0.0,False,,False,,,True,18.56393208849307
Collision,scenario_6_c,0,1,24000,1.0,0.0,0.07550842804832247,True,26.62810110694592,False,,,False,
Collision,scenario_6_c,1,2,24000,1.0696502478012286,0.0,0.0,True,19.520260647673066,True,28.90036319617288,engine,True,27.331835552385805
Collision,scenario_6_c,2,1,24000,1.0,0.0,0.07550842804832247,True,26.62810110694592,False,,,False,
Collision,scenario_6_c,3,3,24000,1.0,0.4780631086173317,0.0,True,19.92519117329371,False,,,True,17.285924430812003
Collision,scenario_6_c,4,1,24000,1.0,0.0,0.07550842804832247,True,26.62810110694592,False,,,False,
Collision,scenario_6_c,5,2,24000,1.0696502478012286,0.0,0.0,True,19.520260647673066,True,28.90036319617288,engine,True,27.331835552385805
Collision,scenario_6_c,6,3,24000,1.0,0.4780631086173317,0.0,True,19.92519117329371,False,,,True,17.285924430812003
Collision,scenario_7_a,0,1,24000,0.931471470538114,0.0,0.0,True,27.167589440594398,False,,,True,22.182219640801232
Collision,scenario_7_a,1,2,24000,0.9821533703816514,0.3305845505134215,0.0,True,18.967810478179345,False,,,True,21.802052177101377
Collision,scenario_7_a,2,1,24000,0.931471470538114,0.0,0.0,True,27.167589440594398,False,,,True,22.182219640801232
Collision,scenario_7_a,3,3,24000,1.060857430571171,0.0,-0.1478568218413603,True,27.82465389401893,True,24.178210155169722,wind,False,
Collision,scenario_7_a,4,1,24000,0.931471470538114,0.0,0.0,True,27.167589440594398,False,,,True,22.182219640801232
Collision,scenario_7_a,5,2,24000,0.9821533703816514,0.3305845505134215,0.0,True,18.967810478179345,False,,,True,21.802052177101377
Collision,scenario_7_a,6,3,24000,1.060857430571171,0.0,-0.1478568218413603,True,27.82465389401893,True,24.178210155169722,wind,False,
Collision,scenario_7_b,0,1,24000,1.0,0.0,0.0,True,20.656204212066,True,26.36209927570009,sea_waves,False,
Collision,scenario_7_b,1,2,24000,0.9186018860324183,0.0,0.0,True,17.67728620878109,True,28.4147437930531,wind,True,29.206771635952173
Collision,scenario_7_b,2,1,24000,1.0,0.0,0.0,True,20.656204212066,True,26.36209927570009,sea_waves,False,
Collision,scenario_7_b,3,3,24000,1.0,0.0,0.03641027897701532,True,15.177299679156734,True,16.511217392098477,sea_waves,True,27.927630349215207
Collision,scenario_7_b,4,1,24000,1.0,0.0,0.0,True,20.656204212066,True,26.36209927570009,sea_waves,False,
Collision,scenario_7_b,5,2,24000,0.9186018860324183,0.0,0.0,True,17.67728620878109,True,28.4147437930531,wind,True,29.206771635952173
Collision,scenario_7_b,6,3,24000,1.0,0.0,0.03641027897701532,True,15.177299679156734,True,16.511217392098477,sea_waves,True,27.927630349215207
Collision,scenario_7_c,0,1,24000,1.0,-1.3323581398413902,-0.8724152008176795,False,,False,,,True,20.955187811402542
Collision,scenario_7_c,1,2,24000,1.0,0.39033679534624266,0.0,True,21.524660571306175,False,,,True,28.63384727543238
Collision,scenario_7_c,2,1,24000,1.0,-1.3323581398413902,-0.8724152008176795,False,,False,,,True,20.955187811402542
Collision,scenario_7_c,3,3,24000,1.0,1.8788648705175741,0.944665209982894,True,25.727939133169123,False,,,True,17.260255405462328
Collision,scenario_7_c,4,1,24000,1.0,-1.3323581398413902,-0.8724152008176795,False,,False,,,True,20.955187811402542
Collision,scenario_7_c,5,2,24000,1.0,0.39033679534624266,0.0,True,21.524660571306175,False,,,True,28.63384727543238
Collision,scenario_7_c,6,3,24000,1.0,1.8788648705175741,0.944665209982894,True,25.727939133169123,False,,,True,17.260255405462328
Collision,scenario_8_a,0,1,24000,1.0,0.0,0.0,True,25.815053440258847,False,,,True,20.812362602711033
Collision,scenario_8_a,1,2,24000,1.0,-0.03437799428690358,0.0,True,24.583750746477413,True,29.073657865497907,wind,True,20.536029762877103
Collision,scenario_8_a,2,1,24000,1.0,0.0,0.0,True,25.815053440258847,False,,,True,20.812362602711033
Collision,scenario_8_a,3,3,24000,1.0,0.0,0.0,True,29.765916379752014,True,15.325520571863994,thunderstorm,False,
Collision,scenario_8_a,4,2,24000,1.0,-0.03437799428690358,0.0,True,24.583750746477413,True,29.073657865497907,wind,True,20.536029762877103
Collision,scenario_8_a,5,1,24000,1.0,0.0,0.0,True,25.815053440258847,False,,,True,20.812362602711033
Collision,scenario_8_b,0,1,24000,1.0,0.0,-0.46748581861299443,True,28.86207121342624,True,21.20373078698746,thunderstorm,True,17.85734612353947
Collision,scenario_8_b,1,2,24000,1.0,0.0,0.38759045011223514,True,22.067854556003375,True,23.07008186860479,wind,True,22.84898822199797
Collision,scenario_8_b,2,1,24000,1.0,0.0,-0.46748581861299443,True,28.86207121342624,True,21.20373078698746,thunderstorm,True,17.85734612353947
Collision,scenario_8_b,3,3,24000,1.0,0.0,0.9564885344890925,True,15.93014545281891,True,28.356031291181424,rain,False,
Collision,scenario_8_b,4,2,24000,1.0,0.0,0.38759045011223514,True,22.067854556003375,True,23.07008186860479,wind,True,22.84898822199797
Collision,scenario_8_b,5,1,24000,1.0,0.0,-0.46748581861299443,True,28.86207121342624,True,21.20373078698746,thunderstorm,True,17.85734612353947
Collision,scenario_8_c,0,1,24000,0.9409124211462383,1.8187962766178738,0.0,True,19.873434402060685,True,21.413335249371837,sea_waves,False,
Collision,scenario_8_c,1,2,24000,0.9774795703830222,0.0,0.0,True,20.97059837181839,True,21.920207459459444,rain,True,24.197014188658386
Collision,scenario_8_c,2,1,24000,0.9409124211462383,1.8187962766178738,0.0,True,19.873434402060685,True,21.413335249371837,sea_waves,False,
Collision,scenario_8_c,3,3,24000,1.0424094975759246,0.0,0.0,False,,True,17.71044039549909,wind,False,
Collision,scenario_8_c,4,2,24000,0.9774795703830222,0.0,0.0,True,20.97059837181839,True,21.920207459459444,rain,True,24.197014188658386
Collision,scenario_8_c,5,1,24000,0.9409124211462383,1.8187962766178738,0.0,True,19.873434402060685,True,21.413335249371837,sea_waves,False,
Collision,scenario_9_a,0,1,24000,1.0,0.0,0.0,True,29.92536503336327,True,24.21434971272584,sea_waves,True,25.93777115999061
Collision,scenario_9_a,1,2,24000,1.0,0.0,-0.3334342190420392,True,24.239900144947264,True,17.91023369847031,wind,False,
Collision,scenario_9_a,2,1,24000,1.0,0.0,0.0,True,29.92536503336327,True,24.21434971272584,sea_waves,True,25.93777115999061
Collision,scenario_9_a,3,3,24000,1.0,1.5081949304831697,0.0,False,,True,19.53477447945767,wind,True,26.774159748561125
Collision,scenario_9_a,4,2,24000,1.0,0.0,-0.3334342190420392,True,24.239900144947264,True,17.91023369847031,wind,False,
Collision,scenario_9_a,5,3,24000,1.0,1.5081949304831697,0.0,False,,True,19.53477447945767,wind,True,26.774159748561125
Collision,scenario_9_b,0,1,24000,1.0,0.0,0.0,True,27.26162968555247,False,,,True,23.002273933426917
Collision,scenario_9_b,1,2,24000,1.0,0.0,0.5358830295296824,True,22.61924498933541,True,26.95136660042941,rain,True,24.74177119183436
Collision,scenario_9_b,2,1,24000,1.0,0.0,0.0,True,27.26162968555247,False,,,True,23.002273933426917
Collision,scenario_9_b,3,3,24000,1.0,0.0,0.0,False,,False,,,True,24.172361342581546
Collision,scenario_9_b,4,2,24000,1.0,0.0,0.5358830295296824,True,22.61924498933541,True,26.95136660042941,rain,True,24.74177119183436
Collision,scenario_9_b,5,3,24000,1.0,0.0,0.0,False,,False,,,True,24.172361342581546
Collision,scenario_9_c,0,1,24000,1.0,0.0,0.0,True,22.033032155115315,False,,,True,26.007218211685938
Collision,scenario_9_c,1,2,24000,0.9223098808583938,0.36708050188324526,-0.10669366464366292,False,,True,18.542938212109934,sea_waves,True,22.910832821802916
Collision,scenario_9_c,2,1,24000,1.0,0.0,0.0,True,22.033032155115315,False,,,True,26.007218211685938
Collision,scenario_9_c,3,3,24000,1.0,0.0,0.0,True,25.16577240343522,False,,,True,15.158669837504831
Collision,scenario_9_c,4,2,24000,0.9223098808583938,0.36708050188324526,-0.10669366464366292,False,,True,18.542938212109934,sea_waves,True,22.910832821802916
Collision,scenario_9_c,5,3,24000,1.0,0.0,0.0,True,25.16577240343522,False,,,True,15.158669837504831
Fire,scenario_10_a,0,1,24000,0.9659661738643311,0.0,0.4152113041268448,False,,True,27.660737305257552,sea_waves,False,
Fire,scenario_10_a,1,2,24000,1.0,0.0,0.0,True,24.459255861734142,True,28.278212319998957,sea_waves,True,17.841967434429705
Fire,scenario_10_a,2,1,24000,0.9659661738643311,0.0,0.4152113041268448,False,,True,27.660737305257552,sea_waves,False,
Fire,scenario_10_a,3,2,24000,1.0,0.0,0.0,True,24.459255861734142,True,28.278212319998957,sea_waves,True,17.841967434429705
Fire,scenario_10_a,4,1,24000,0.9659661738643311,0.0,0.4152113041268448,False,,True,27.660737305257552,sea_waves,False,
Fire,scenario_10_a,5,2,24000,1.0,0.0,0.0,True,24.459255861734142,True,28.278212319998957,sea_waves,True,17.841967434429705
Fire,scenario_10_a,6,1,24000,0.9659661738643311,0.0,0.4152113041268448,False,,True,27.660737305257552,sea_waves,False,
Fire,scenario_10_b,0,1,24000,1.0,0.0,-0.05801948033135762,True,21.537975908623032,True,21.82486308865928,sea_waves,True,17.04606921871083
Fire,scenario_10_b,1,2,24000,1.0,0.0,0.0,False,,True,21.421655498763045,engine,False,
Fire,scenario_10_b,2,1,24000,1.0,0.0,-0.05801948033135762,True,21.537975908623032,True,21.82486308865928,sea_waves,True,17.04606921871083
Fire,scenario_10_b,3,2,24000,1.0,0.0,0.0,False,,True,21.421655498763045,engine,False,
Fire,scenario_10_b,4,1,24000,1.0,0.0,-0.05801948033135762,True,21.537975908623032,True,21.82486308865928,sea_waves,True,17.04606921871083
Fire,scenario_10_b,5,2,24000,1.0,0.0,0.0,False,,True,21.421655498763045,engine,False,
Fire,scenario_10_b,6,1,24000,1.0,0.0,-0.05801948033135762,True,21.537975908623032,True,21.82486308865928,sea_waves,True,17.04606921871083
Fire,scenario_10_c,0,1,24000,1.0,0.0,0.0,True,26.916859204339026,True,15.61727184732702,wind,True,16.897102680901657
Fire,scenario_10_c,1,2,24000,1.0,0.0,0.0,False,,True,25.974607819204913,wind,False,
Fire,scenario_10_c,2,1,24000,1.0,0.0,0.0,True,26.916859204339026,True,15.61727184732702,wind,True,16.897102680901657
Fire,scenario_10_c,3,2,24000,1.0,0.0,0.0,False,,True,25.974607819204913,wind,False,
Fire,scenario_10_c,4,1,24000,1.0,0.0,0.0,True,26.916859204339026,True,15.61727184732702,wind,True,16.897102680901657
Fire,scenario_10_c,5,2,24000,1.0,0.0,0.0,False,,True,25.974607819204913,wind,False,
